id,bookid,title,authors,average_rating,language_code,num_pages,author_name,author_gender,author_average_rating,birthplace,genre_1,genre_2,pages,publish_date,score
2516,7670,The Andromeda Strain (Andromeda #1),Michael Crichton,3.89,eng,327,Michael Crichton ,male,3.82,United States,Science Fiction,Fiction,327,September 1st 1969,4470
2543,7728,Antigone (The Theban Plays  #3),Sophocles-J.E. Thomas,3.63,eng,80,Sophocles ,male,3.76,Greece,Classics,Plays,80,-441,637
2545,7733,Gulliver's Travels,Jonathan Swift-Robert DeMaria Jr.,3.56,eng,306,Jonathan Swift ,male,3.66,Ireland,Classics,Fiction,306,October 28th 1726,1806
2551,7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,eng,704,Sena Jeter Naslund ,female,3.93,United States,Fiction,Historical,704,September 22nd 1999,381
2552,7745,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,eng,204,Hunter S. Thompson ,male,4.03,United States,Fiction,Classics,204,1971,1958
2555,7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.11,eng,481,Hunter S. Thompson ,male,4.03,United States,Nonfiction,Politics,481,1973,764
2560,7763,The Joy Luck Club,Amy Tan,3.91,eng,288,Amy Tan ,female,3.9,United States,Fiction,Historical,288,1989,5747
2570,7784,The Lorax,Dr. Seuss,4.35,eng,72,Dr. Seuss ,male,4.24,United States,Childrens,Childrens,72,1971,9767
2584,7815,The Year of Magical Thinking,Joan Didion,3.88,eng,227,Joan Didion ,female,3.93,United States,Nonfiction,Autobiography,227,September 1st 2005,685
2602,7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.00,eng,566,Robert Ludlum ,male,3.99,United States,Fiction,Thriller,566,February 4th 1980,3556
2610,7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace-Vera Neville,4.31,eng,336,Maud Hart Lovelace ,female,4.18,United States,Classics,Young Adult,336,1948,1106
2621,7926,All-of-a-Kind Family,Sydney Taylor,4.22,eng,188,Sydney Taylor ,female,4.21,United States,Historical,Childrens,188,1951,1456
2646,7996,Redwall (Redwall  #1),Brian Jacques,4.13,eng,352,Brian Jacques ,male,4.06,United Kingdom,Fantasy,Young Adult,352,1986,524
2673,8088,Sunshine,Robin McKinley,3.85,en-US,405,Robin McKinley ,female,3.97,United States,Paranormal,Fantasy,405,September 1st 2003,25435
2674,8089,Rose Daughter,Robin McKinley,3.77,eng,304,Robin McKinley ,female,3.97,United States,Fantasy,Fantasy,304,September 16th 1997,964
2678,8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.24,eng,320,L.M. Montgomery ,female,4.2,Canada,Classics,Fiction,320,June 1908,828
2690,8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.17,eng,928,Barbara Taylor Bradford ,female,3.91,United Kingdom,Fiction,Romance,830,1979,394
2727,8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder-Garth Williams,4.18,eng,198,Laura Ingalls Wilder ,female,4.18,United States,Classics,Historical,198,1932,2530
2778,8600,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,3.87,eng,209,Lynne Truss ,female,3.86,United Kingdom,Nonfiction,Language,209,January 2nd 2003,1946
2811,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.76,eng,328,Al Gore ,male,3.79,United States,Nonfiction,Science,328,2006,4635
2813,8716,Lincoln,Gore Vidal,4.20,eng,672,Gore Vidal ,male,3.91,United States,Historical,Fiction,672,1984,2735
2815,8722,Burr,Gore Vidal,4.07,eng,430,Gore Vidal ,male,3.91,United States,Historical,Fiction,430,January 1st 1973,1913
2816,8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.03,eng,302,Ruth Reichl ,female,3.94,United States,Food and Drink,Autobiography,302,2001,577
2823,8745,Desert Flower,Waris Dirie-Cathleen Miller,4.13,eng,240,Waris Dirie ,female,4.07,Somalia,Nonfiction,Biography,240,August 19th 1998,1571
2834,8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.68,eng,137,Nora Ephron ,female,3.69,United States,Nonfiction,Humor,137,2006,328
2862,8852,Macbeth,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,eng,246,William Shakespeare ,male,3.86,United Kingdom,Classics,Plays,349,1606,13250
2865,8857,Death of a Gossip (Hamish Macbeth  #1),M.C. Beaton,3.72,eng,179,M.C. Beaton ,female,3.75,United Kingdom,Mystery,Fiction,179,1985,2431
2883,8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,eng,342,Max Brooks ,male,3.97,United States,Horror,Fiction,342,2006,1027
2884,8909,The War of the Worlds,H.G. Wells-Arthur C. Clarke,3.81,eng,192,H.G. Wells ,male,3.82,United Kingdom,Classics,Science Fiction,192,May 1895,1348
2901,8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.00,eng,169,Rodman Philbrick ,male,3.93,United States,Young Adult,Realistic Fiction,169,1993,660
2904,8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk-The Voice of the Martyrs,4.20,eng,383,D.C. Talk ,male,4.21,United States,Christian,Nonfiction,383,May 1st 1997,3633
2913,9010,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,eng,288,Tucker Max ,male,3.57,United States,Nonfiction,Humor,288,2006,1242
2916,9014,The Long Walk,Richard Bachman-Stephen King,4.11,eng,370,Richard Bachman ,male,3.84,United States,Horror,Fiction,370,July 1979,3766
2970,9301,Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.94,eng,578,Marian Keyes ,female,3.77,Ireland,Womens Fiction,Fiction,578,1997,921
2977,9328,The House of the Spirits,Isabel Allende-Magda Bogin,4.22,eng,448,Isabel Allende ,female,3.95,Peru,Fiction,Magical Realism,448,January 2nd 1982,12632
3001,9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,eng,387,Sophie Kinsella ,female,3.74,United Kingdom,Womens Fiction,Fiction,387,2001,1849
3013,9444,The Complete Collected Poems,Maya Angelou,4.42,eng,273,Maya Angelou ,female,4.22,United States,Poetry,Classics,273,1986,3003
3014,9454,Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-A.V. Miller-John Niemeyer Findlay,3.92,eng,640,Georg Wilhelm Friedrich Hegel ,male,3.89,Germany,Philosophy,Nonfiction,640,1807,8921
3019,9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.81,en-US,416,Jenny Nimmo ,female,3.91,United Kingdom,Fantasy,Young Adult,416,January 2002,374
3025,9489,Devil's Embrace (Devil  #1),Catherine Coulter,3.80,eng,397,Catherine Coulter ,male,3.99,United States,Romance,Romance,397,1982,1372
3038,9517,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi-Anjali Singh,4.25,eng,187,Marjane Satrapi ,female,4.25,Iran,Sequential Art,Nonfiction,187,July 1st 2001,9884
3043,9526,Embroideries,Marjane Satrapi-Anjali Singh,3.85,eng,144,Marjane Satrapi ,female,4.25,Iran,Sequential Art,Sequential Art,144,2006,4908
3053,9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara-Michelle Sagara West,3.79,eng,507,Michelle Sagara ,female,4.12,"",Fantasy,Fantasy,409,July 1st 2005,1077
3077,9597,Player Piano,Kurt Vonnegut,3.87,eng,341,Kurt Vonnegut ,male,4.06,United States,Fiction,Science Fiction,341,1952,10923
3108,9654,Fear of Flying,Erica Jong,3.45,eng,461,Erica Jong ,female,3.54,United States,Fiction,Feminism,461,1973,2693
3119,9712,Love in the Time of Cholera,Gabriel García Márquez-Edith Grossman,3.90,eng,348,Gabriel García Márquez ,male,3.96,Colombia,Fiction,Classics,348,1985,17981
3122,9717,The Unbearable Lightness of Being,Milan Kundera-Michael Henry Heim,4.09,eng,320,Milan Kundera ,male,4.01,Czech Republic,Fiction,Classics,320,1984,2472
3128,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.73,en-US,375,Barack Obama ,male,3.81,United States,Nonfiction,Politics,375,2006,21935
3135,9777,The God of Small Things,Arundhati Roy,3.93,eng,340,Arundhati Roy ,female,3.9,India,Fiction,Cultural,340,by,2539
3140,9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng,397,Bill Bryson ,male,4.02,United States,Nonfiction,Travel,397,1997,3266
3142,9799,The Fortress of Solitude,Jonathan Lethem,3.88,eng,528,Jonathan Lethem ,male,3.77,United States,Novels,Fiction,528,September 16th 2003,2291
3146,9809,Invisible Cities,Italo Calvino-William Weaver,4.17,eng,165,Italo Calvino ,male,4.04,Cuba,Fiction,Fantasy,165,November 1972,4314
3162,9838,The Bookseller of Kabul,Åsne Seierstad-Ingrid Christopherson,3.77,en-US,288,Åsne Seierstad ,female,3.88,Norway,Nonfiction,Autobiography,288,2002,973
3166,9844,Prep,Curtis Sittenfeld,3.38,eng,420,Curtis Sittenfeld ,female,3.53,United States,Fiction,Young Adult,420,2005,3754
3168,9864,The Ground Beneath Her Feet,Salman Rushdie,3.78,eng,576,Salman Rushdie ,male,3.83,India,Fiction,Magical Realism,576,1999,745
3184,9915,Less Than Zero,Bret Easton Ellis,3.58,eng,208,Bret Easton Ellis ,male,3.7,United States,Fiction,Contemporary,208,1985,2028
3212,9998,The Woman in the Dunes,Kōbō Abe-E. Dale Saunders,3.91,eng,241,Kōbō Abe ,male,3.81,Japan,Fiction,Cultural,241,1962,3371
3213,9999,The Box Man,Kōbō Abe-E. Dale Saunders,3.65,eng,178,Kōbō Abe ,male,3.81,Japan,Fiction,Cultural,178,1973,2563
3226,10031,The Wall,Jean-Paul Sartre,4.08,eng,183,Jean-Paul Sartre ,male,3.99,France,Philosophy,Fiction,183,1939,4336
3228,10034,The Age of Reason,Jean-Paul Sartre,3.98,eng,408,Jean-Paul Sartre ,male,3.99,France,Philosophy,Fiction,408,1945,408
3234,10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.09,eng,408,Deborah Spungen ,male,4.09,United States,Nonfiction,Biography,408,1983,1344
3258,10108,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.25,eng,939,Margaret George ,female,4.1,United States,Historical,Fiction,939,1986,2100
3259,10109,Henry VIII: The King and His Court,Alison Weir,4.17,eng,642,Alison Weir ,female,3.99,United Kingdom,History,Nonfiction,642,May 1st 2001,1676
3262,10115,The Memoirs of Cleopatra,Margaret George,4.18,eng,1139,Margaret George ,female,4.1,United States,Historical,Fiction,1139,1998,2605
3263,10118,Saint George and the Dragon,Margaret Hodges-Trina Schart Hyman,4.17,eng,32,Margaret Hodges ,female,4.12,United States,Childrens,Childrens,32,January 1st 1984,2043
3283,10205,Poems New and Collected,Wisława Szymborska-Clare Cavanagh,4.42,eng,296,Wisława Szymborska ,female,4.32,Poland,Poetry,European Literature,296,January 1st 1998,716
3285,10210,Jane Eyre,Charlotte Brontë-Michael Mason-João Gaspar Rodrigues-Mécia,4.11,eng,532,Charlotte Brontë ,female,4.09,United Kingdom,Classics,Fiction,507,October 16th 1847,1771
3292,10222,The Far Pavilions,M.M. Kaye,4.21,en-US,958,M.M. Kaye ,female,4.16,India,Historical,Fiction,958,1978,3079
3297,10235,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.22,eng,333,Tracy Kidder ,male,4.14,United States,Nonfiction,Biography,333,2003,972
3298,10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,eng,366,Fritjof Capra ,male,4,Austria,Science,Philosophy,366,January 1st 1975,3360
3311,10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.80,eng,432,Amartya Sen ,male,3.97,India,Nonfiction,Cultural,432,2005,551
3340,10441,The Memory Keeper's Daughter,Kim Edwards,3.65,eng,401,Kim Edwards ,female,3.64,United States,Fiction,Contemporary,401,June 23rd 2005,523
3341,10444,Ballet Shoes (Shoes  #1),Noel Streatfeild-Diane Goode,4.07,eng,233,Noel Streatfeild ,female,4.02,United Kingdom,Childrens,Classics,184,1936,630
3371,10534,The Art of War,Sun Tzu-Thomas Cleary,3.97,eng,273,Sun Tzu ,male,3.97,China,Nonfiction,Classics,273,-500,584
3386,10567,Cell,Stephen King,3.65,eng,449,Stephen King ,male,4.03,United States,Horror,Fiction,449,2006,12874
3411,10605,Thinner,Richard Bachman-Stephen King,3.70,eng,320,Richard Bachman ,male,3.84,United States,Horror,Fiction,320,November 19th 1984,1402
3429,10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.84,eng,265,Barry Schwartz ,male,3.83,United States,Nonfiction,Business,265,2004,2730
3434,10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,eng,496,Robert D. Kaplan ,male,3.86,United States,Travel,Nonfiction,496,February 1996,860
3437,10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.18,eng,264,Roger Lowenstein ,male,4.16,United States,Economics,Business,264,January 1st 2000,1441
3452,10739,The Moviegoer,Walker Percy,3.69,eng,242,Walker Percy ,male,3.87,United States,Fiction,Classics,242,1961,1174
3474,10799,A Farewell to Arms,Ernest Hemingway,3.80,eng,293,Ernest Hemingway ,male,3.83,United States,Classics,Fiction,293,1929,252
3487,10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.99,eng,369,Jon Krakauer ,male,4.02,United States,Nonfiction,Religion,369,July 10th 2003,1475
3493,10867,The Pleasure of My Company,Steve Martin,3.78,eng,176,Steve Martin ,male,3.73,United States,Fiction,Humor,163,2003,874
3510,10907,The Pursuit of Happyness,Chris Gardner,4.19,eng,320,Chris Gardner ,male,4.18,United States,Nonfiction,Biography,320,2006,101470
3514,10912,Picture Perfect,Jodi Picoult,3.54,eng,369,Jodi Picoult ,female,3.97,United States,Fiction,Womens Fiction,369,March 21st 1995,583
3517,10916,The Pact,Jodi Picoult,4.01,eng,512,Jodi Picoult ,female,3.97,United States,Fiction,Romance,512,April 22nd 1998,2005
3518,10917,My Sister's Keeper,Jodi Picoult,4.07,eng,423,Jodi Picoult ,female,3.97,United States,Fiction,Contemporary,423,April 6th 2004,636
3519,10920,Cold Mountain,Charles Frazier,3.85,eng,356,Charles Frazier ,male,3.82,United States,Historical,Fiction,356,January 1st 1997,11776
3526,10956,The Virgin Suicides,Jeffrey Eugenides,3.84,eng,250,Jeffrey Eugenides ,male,3.97,United States,Fiction,Contemporary,260,1993,1029
3527,10959,Sophie's World,Jostein Gaarder-Paulette Møller,3.91,eng,403,Jostein Gaarder ,male,3.89,Norway,Philosophy,Fiction,403,December 5th 1991,659
3529,10964,Outlander (Outlander  #1),Diana Gabaldon,4.22,eng,850,Diana Gabaldon ,male,4.27,United States,Historical,Romance,850,June 1st 1991,3845
3530,10965,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,eng,980,Diana Gabaldon ,male,4.27,United States,Historical,Romance,980,2005,674
3548,10987,Voyager (Outlander  #3),Diana Gabaldon,4.39,eng,870,Diana Gabaldon ,male,4.27,United States,Historical,Romance,870,December 1st 1993,3148
3555,11000,Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.30,eng,288,Henepola Gunaratana ,male,4.22,Sri Lanka,Religion,Spirituality,288,May 25th 2001,1293
3560,11012,Dubliners,James Joyce-Jeri Johnson,3.85,eng,207,James Joyce ,male,3.74,Ireland,Classics,Fiction,207,June 1914,5289
3561,11013,Finnegans Wake,James Joyce,3.67,eng,628,James Joyce ,male,3.74,Ireland,Fiction,Classics,628,May 4th 1939,4212
3568,11031,The Flanders Panel,Arturo Pérez-Reverte-Margaret Jull Costa,3.80,eng,295,Arturo Pérez-Reverte ,male,3.77,Spain,Mystery,Fiction,295,1990,272
3584,11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,eng,272,J. Maarten Troost ,male,3.83,Netherlands,Travel,Nonfiction,272,June 8th 2003,1216
3591,11127,The Chronicles of Narnia (Chronicles of Narnia  #1-7),C.S. Lewis-Pauline Baynes,4.26,eng,767,C.S. Lewis ,male,4.14,Ireland,Fantasy,Classics,767,1956,7471
3615,11206,In the Time of the Butterflies,Julia Alvarez,4.14,eng,324,Julia Alvarez ,female,3.92,United States,Historical,Fiction,324,January 1994,629
3623,11230,The Bell,Iris Murdoch-A.S. Byatt,3.88,eng,296,Iris Murdoch ,female,3.82,Ireland,Fiction,Classics,296,1958,525
3633,11253,A Severed Head,Iris Murdoch,3.73,eng,204,Iris Murdoch ,female,3.82,Ireland,Fiction,Classics,204,1961,593
3640,11275,The Wind-Up Bird Chronicle,Haruki Murakami-Jay Rubin,4.17,eng,607,Haruki Murakami ,male,3.95,Japan,Fiction,Magical Realism,607,April 12th 1994,11196
3647,11290,Children of the Night,Dan Simmons,3.71,eng,464,Dan Simmons ,male,4.07,United States,Horror,Paranormal,464,1992,3225
3654,11301,Horton Hatches the Egg,Dr. Seuss,4.16,eng,64,Dr. Seuss ,male,4.24,United States,Childrens,Childrens,64,1940,2321
3672,11346,Sula,Toni Morrison,3.90,eng,192,Toni Morrison ,female,3.88,United States,Fiction,Classics,192,1973,2799
3683,11371,It Can't Happen Here,Sinclair Lewis-Michael R.  Meyer,3.76,eng,400,Sinclair Lewis ,male,3.75,United States,Fiction,Classics,380,1935,1205
3697,11422,Redeeming Love,Francine Rivers,4.49,eng,464,Francine Rivers ,female,4.39,United States,Christian Fiction,Christian,464,1991,1828
3709,11438,What We Talk About When We Talk About Love,Raymond Carver,4.18,eng,159,Raymond Carver ,male,4.21,United States,Short Stories,Fiction,159,1981,539
3719,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.25,eng,356,Philip Gourevitch ,male,4.23,United States,Nonfiction,History,356,September 30th 1998,883
3724,11486,The Color Purple,Alice Walker,4.19,eng,295,Alice Walker ,female,4.17,United States,Classics,Fiction,295,1982,1323
3727,11499,The Promise,Chaim Potok,4.15,eng,368,Chaim Potok ,male,4.08,United States,Fiction,Classics,368,1969,1466
3730,11507,My Name Is Asher Lev,Chaim Potok,4.20,eng,369,Chaim Potok ,male,4.08,United States,Fiction,Classics,369,1972,1257
3755,11557,Swan Song,Robert R. McCammon,4.28,eng,956,Robert R. McCammon ,male,4.1,United States,Horror,Fiction,956,1987,21930
3765,11573,The Dead Zone,Stephen King,3.92,eng,402,Stephen King ,male,4.03,United States,Horror,Thriller,402,August 1979,5355
3782,11607,The Running Man,Richard Bachman-Stephen King,3.86,eng,317,Richard Bachman ,male,3.84,United States,Horror,Fiction,317,May 1st 1982,15620
3792,11627,The Colossus and Other Poems,Sylvia Plath,4.19,eng,84,Sylvia Plath ,female,4.03,United States,Poetry,Classics,84,1960,2224
3798,11650,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,eng,432,Philip Roth ,male,3.81,United States,Fiction,Classics,432,1997,5294
3813,11686,The Stories of John Cheever,John Cheever,4.27,eng,693,John Cheever ,male,3.97,United States,Short Stories,Fiction,693,1978,1536
3826,11711,Vernon God Little,D.B.C. Pierre,3.59,eng,279,D.B.C. Pierre ,male,3.55,Australia,Fiction,Contemporary,279,2003,296
3833,11741,Housekeeping,Marilynne Robinson,3.82,eng,219,Marilynne Robinson ,male,3.87,United States,Fiction,Novels,219,1980,3448
3862,11824,The Whipping Boy,Sid Fleischman-Peter Sís,3.56,eng,90,Sid Fleischman ,male,3.68,United States,Historical,Fiction,96,April 14th 1986,8994
3863,11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,eng,359,Cynthia Voigt ,male,3.87,United States,Young Adult,Fiction,359,1982,7558
3878,11899,The Hours,Michael Cunningham,3.93,eng,230,Michael Cunningham ,male,3.83,United States,Fiction,Historical,230,1998,772
3880,11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11,eng,1207,Anne Rice ,female,3.88,United States,Horror,Fantasy,1207,October 1st 1990,3833
3889,11918,Bitten (Women of the Otherworld  #1),Kelley Armstrong,4.05,eng,436,Kelley Armstrong ,female,4.09,"",Fantasy,Fantasy,436,September 21st 2001,1560
3955,12083,Long Day's Journey into Night,Eugene O'Neill-Harold Bloom,4.07,eng,179,Eugene O'Neill ,male,3.96,United States,Plays,Drama,179,January 1st 1956,2091
3959,12095,The Bald Soprano and Other Plays,Eugène Ionesco-Donald M. Allen,4.04,eng,160,Eugène Ionesco ,male,3.91,Romania,Plays,Drama,160,1954,537
3964,12116,The Late Mattia Pascal,Luigi Pirandello-William Weaver-Charles Simic,4.02,eng,272,Luigi Pirandello ,male,3.94,Italy,Classics,European Literature,272,1904,1485
3970,12125,Homecoming (Tillerman Cycle  #1),Cynthia Voigt,3.93,eng,416,Cynthia Voigt ,male,3.87,United States,Young Adult,Fiction,416,1981,1464
3985,12172,Memoirs of Hadrian,Marguerite Yourcenar-Grace Frick,4.25,eng,347,Marguerite Yourcenar ,female,4.11,Belgium,Historical,Fiction,347,1951,428
3996,12210,Collected Poems  Prose  and Plays,Robert Frost-Richard Poirier-Mark   Richardson,4.31,eng,1036,Robert Frost ,male,4.25,United States,Poetry,Classics,1036,1995,1010
3998,12220,A Streetcar Named Desire,Tennessee Williams,3.98,eng,107,Tennessee Williams ,male,3.92,United States,Plays,Classics,107,1947,994
4013,12274,Saint Joan,George Bernard Shaw-Dan H. Laurence-Imogen Stubbs,3.79,eng,160,George Bernard Shaw ,male,3.91,Ireland,Plays,Classics,160,1923,658
4015,12279,Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,4.28,eng,512,Samuel Beckett ,male,3.88,Ireland,Fiction,Classics,512,1958,5764
4022,12296,The Scarlet Letter,Nathaniel Hawthorne-Thomas E. Connolly-Nina Baym,3.39,eng,279,Nathaniel Hawthorne ,male,3.43,United States,Classics,Fiction,279,March 16th 1850,3693
4034,12321,Beyond Good and Evil,Friedrich Nietzsche-R.J. Hollingdale-Michael Tanner,4.02,eng,240,Friedrich Nietzsche ,male,4.05,Germany,Philosophy,Nonfiction,240,1886,9045
4044,12365,The Risk Pool,Richard Russo,4.03,eng,479,Richard Russo ,male,3.9,United States,Fiction,Contemporary,479,1988,341
4053,12395,Journey to the End of the Night,Louis-Ferdinand Céline-Ralph Manheim-William T. Vollmann,4.23,eng,453,Louis-Ferdinand Céline ,male,4.17,France,Fiction,Classics,505,1932,663
4067,12447,You Can't Go Home Again,Thomas Wolfe,4.05,eng,711,Thomas Wolfe ,male,3.97,United States,Fiction,Classics,711,1940,644
4068,12448,Look Homeward  Angel,Thomas Wolfe,3.94,eng,644,Thomas Wolfe ,male,3.97,United States,Fiction,Classics,644,1929,4982
4075,12468,The Executioner's Song,Norman Mailer,4.07,eng,1056,Norman Mailer ,male,3.82,United States,Nonfiction,Crime,1056,October 30th 1979,6008
4099,12530,The Writing Life,Annie Dillard,4.03,en-US,113,Annie Dillard ,female,4.02,United States,Language,Nonfiction,113,1989,1643
4103,12535,Plan B: Further Thoughts on Faith,Anne Lamott,4.06,eng,352,Anne Lamott ,female,4.01,United States,Nonfiction,Autobiography,352,2004,997
4105,12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.19,eng,251,Anne Lamott ,female,4.01,United States,Autobiography,Nonfiction,251,May 1st 1993,2930
4111,12557,The Kitchen God's Wife,Amy Tan,4.00,en-US,416,Amy Tan ,female,3.9,United States,Fiction,Historical,416,1991,708
4129,12586,The Eye of the Story: Selected Essays and Reviews,Eudora Welty,4.06,eng,368,Eudora Welty ,female,3.87,United States,Writing,Nonfiction,368,1978,252
4133,12609,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,4.17,eng,341,Anne Fadiman ,female,4.14,United States,Nonfiction,Health,341,1997,8217
4138,12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky-Edward S. Herman,4.24,eng,412,Noam Chomsky ,male,4.03,United States,Politics,Nonfiction,412,1988,3333
4151,12649,Confessions,Jean-Jacques Rousseau-Patrick Coleman-Angela Scholar,3.62,eng,676,Jean-Jacques Rousseau ,male,3.75,Switzerland,Philosophy,Classics,476,1789,863
4153,12651,The Social Contract,Jean-Jacques Rousseau-Maurice Cranston,3.76,eng,168,Jean-Jacques Rousseau ,male,3.75,Switzerland,Philosophy,Politics,168,1762,16157
4156,12657,The Source,James A. Michener,4.30,eng,1104,James A. Michener ,male,4.13,United States,Historical,Fiction,1104,1965,2699
4157,12658,Hawaii,James A. Michener,4.20,eng,1136,James A. Michener ,male,4.13,United States,Historical,Fiction,1136,1959,1597
4170,12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,eng,291,John Grogan ,male,4.13,United States,Nonfiction,Animals,291,2005,898
4180,12749,Swann's Way (In Search of Lost Time  #1),Marcel Proust-Simon Vance-Lydia Davis,4.14,eng,492,Marcel Proust ,male,4.22,France,Classics,Fiction,468,November 14th 1913,436
4231,12898,Death of a Salesman,Arthur  Miller,3.50,eng,117,Arthur  Miller ,male,3.57,United States,Plays,Classics,117,1949,4599
4236,12914,The Aeneid,Virgil-Robert Fitzgerald,3.83,eng,442,Virgil ,male,3.84,Italy,Classics,Poetry,442,-19,1282
4242,12923,The Castle of Otranto,Horace Walpole,3.18,eng,125,Horace Walpole ,male,3.22,United Kingdom,Classics,Gothic,125,1764,9701
4243,12930,Messenger,Lois Lowry,3.91,eng,169,Lois Lowry ,male,4.08,United States,Young Adult,Science Fiction,169,April 26th 2004,4463
4089,12505,The Idiot,Fyodor Dostoyevsky-Constance Garnett-Alan Myers-Joseph Frank-Anna Brailovsky,4.18,eng,667,Fyodor Dostoyevsky ,male,4.18,Russia,Classics,Fiction,667,1869,3449
4256,12948,The Turn of the Screw,Henry James,3.44,eng,131,Henry James ,male,3.63,United States,Classics,Horror,131,October 1898,11641
4258,12951,The Turn of the Screw and Other Short Fiction,Henry James-R.W.B. Lewis,3.80,eng,527,Henry James ,male,3.63,United States,Classics,Fiction,527,September 1st 1981,947
4266,12967,Winter's Tale,Mark Helprin,3.50,eng,748,Mark Helprin ,male,3.74,United States,Fiction,Fantasy,748,1983,4071
4277,12996,Othello,William Shakespeare,3.88,eng,314,William Shakespeare ,male,3.86,United Kingdom,Classics,Plays,314,1603,1876
4290,13033,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,eng,884,Lawrence Durrell ,male,4.04,India,Fiction,Classics,884,1960,342
4303,13066,Sick Puppy,Carl Hiaasen,3.89,eng,464,Carl Hiaasen ,male,3.83,United States,Fiction,Humor,464,January 4th 2000,1697
4315,13103,The Celestine Prophecy (Celestine Prophecy  #1),James Redfield,3.63,eng,247,James Redfield ,male,3.68,United States,Fiction,Spirituality,247,1993,1734
4335,13139,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,eng,409,James Patterson ,male,3.97,United States,Young Adult,Fantasy,409,2006,17846
4341,13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.10,eng,449,James Patterson ,male,3.97,United States,Mystery,Fiction,449,February 1st 1993,339
4347,13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,eng,413,James Patterson ,male,3.97,United States,Young Adult,Fantasy,413,April 11th 2005,739
4358,13177,Private Parts,Howard Stern,3.76,eng,660,Howard Stern ,male,3.72,United States,Biography,Nonfiction,660,1993,9073
4367,13214,I Know Why the Caged Bird Sings,Maya Angelou,4.22,eng,289,Maya Angelou ,female,4.22,United States,Nonfiction,Classics,289,1969,1241
